"linia","masa_netto_g"
"A_nowa",995.346948453782
"A_nowa",1002.24698782896
"A_nowa",996.775967727188
"A_nowa",998.842886550945
"A_nowa",993.818159942773
"A_nowa",995.195223508885
"A_nowa",1000.66978140785
"A_nowa",995.004736385154
"A_nowa",999.292646545934
"A_nowa",1000.83664949824
"A_nowa",999.006056936642
"A_nowa",998.543964059539
"A_nowa",991.328014828754
"A_nowa",998.636358341337
"A_nowa",991.000352591516
"A_nowa",1005.76370488402
"A_nowa",994.98340257204
"A_nowa",1000.74105022146
"A_nowa",1002.59748340375
"A_nowa",1000.02718147238
"A_nowa",1006.73510417327
"A_nowa",995.76483291352
"A_nowa",1002.21699008658
"A_nowa",995.114252658383
"A_nowa",1010.62245567757
"A_nowa",1003.43849480281
"A_nowa",998.283158899098
"A_nowa",1003.92584736337
"A_nowa",994.222112696147
"A_nowa",1007.54458173196
"A_nowa",994.222519198713
"A_nowa",992.215940948967
"A_nowa",999.723760373882
"A_nowa",1004.24596581351
"A_nowa",999.944516387482
"A_nowa",996.198430841096
"A_nowa",1005.87899625838
"A_nowa",1012.07224854517
"A_nowa",990.207436158869
"A_nowa",1007.36794946715
"A_nowa",997.625580192506
"A_nowa",1004.90585491893
"A_nowa",990.878223902317
"A_nowa",998.696945913239
"A_nowa",995.205773437132
"A_nowa",997.548521449667
"A_nowa",994.613516431997
"A_nowa",1001.84712955272
"A_nowa",1006.0813324057
"A_nowa",997.53078382193
"A_nowa",998.861076395114
"A_nowa",994.441755564764
"A_nowa",1004.97916544705
"A_nowa",1002.80914445473
"A_nowa",992.178607217421
"A_nowa",1007.40538509553
"A_nowa",994.153974249439
"A_nowa",994.739932312668
"A_nowa",992.640772375855
"A_nowa",994.032815396179
"A_nowa",998.26010287654
"A_nowa",1002.66411271575
"A_nowa",996.445057120746
"A_nowa",999.005054311838
"A_nowa",998.593133382408
"A_nowa",1005.85463137602
"A_nowa",1011.4436659296
"A_nowa",994.655716927505
"A_nowa",1009.53102094281
"A_nowa",1010.65898859239
"A_nowa",1001.15728181508
"A_nowa",1004.48472868914
"A_nowa",991.306036438242
"A_nowa",1002.34423970068
"A_nowa",997.279261634011
"A_nowa",999.172929230958
"A_nowa",1002.76083281286
"A_nowa",1005.16665105802
"A_nowa",999.769105976082
"A_nowa",1013.19353656298
"B_stara",1006.29090616359
"B_stara",1000.27453991761
"B_stara",1006.46715082605
"B_stara",1002.01319093757
"B_stara",994.09296526278
"B_stara",1004.8677810688
"B_stara",1008.49906727633
"B_stara",1005.77729774474
"B_stara",1003.49826099328
"B_stara",1003.58353165317
"B_stara",1006.86114558462
"B_stara",992.961114873112
"B_stara",1008.90942793711
"B_stara",1009.39555075936
"B_stara",1008.43456857738
"B_stara",1008.11891470879
"B_stara",1001.80852604181
"B_stara",992.118339196628
"B_stara",1012.12336224785
"B_stara",1002.33582134713
"B_stara",1008.34110014605
"B_stara",1009.8995411217
"B_stara",1007.52337625642
"B_stara",1009.89607594546
"B_stara",995.567480493223
"B_stara",998.431895520017
"B_stara",999.001659519458
"B_stara",1002.98443012176
"B_stara",1013.03200513319
"B_stara",994.874258860248
"B_stara",992.20413574516
"B_stara",1007.00749629328
"B_stara",999.948949194733
"B_stara",1012.78481766303
"B_stara",1007.47806324468
"B_stara",995.63646870685
"B_stara",993.308178693013
"B_stara",998.141965233153
"B_stara",996.164545871399
"B_stara",997.850708509187
"B_stara",1007.81306367004
"B_stara",995.674741500475
"B_stara",1002.9926452011
"B_stara",1001.61075410337
"B_stara",989.336436029127
"B_stara",1005.21200475018
"B_stara",1011.75425018838
"B_stara",999.776347973757
"B_stara",994.519030310321
"B_stara",1015.49162410814
"B_stara",1004.66069301099
"B_stara",1014.16769337431
"B_stara",1004.56387059631
"B_stara",1004.5198254622
"B_stara",1013.1050339889
"B_stara",1004.37498366161
"B_stara",1006.45078240189
"B_stara",996.630526238287
"B_stara",1007.50716069162
"B_stara",997.689080689228
"B_stara",1019.42172982709
"B_stara",1002.31160210104
"B_stara",993.320185926831
"B_stara",1012.79567422734
"B_stara",998.251445157963
"B_stara",989.098187012911
"B_stara",990.73448559744
"B_stara",1006.70100626306
"B_stara",995.940344004704
"B_stara",1006.79015046421
"B_stara",1002.14506811432
"B_stara",986.067018048421
"B_stara",1001.02910931537
"B_stara",1015.44327128032
"B_stara",998.345904795461
"B_stara",997.16473386244
"B_stara",999.554870785919
"B_stara",1023.15273242999
"B_stara",994.21434493437
"B_stara",1012.27590466597
